,Row.names,ACCNUM,SYMBOL,GO,Control1_Exp1,Control2_Exp2,Control3_Exp3
15631,10429176,NA,St3gal1,"ST3 beta-galactoside alpha-2,3-sialyltransferase 1",-0.303578557,-0.421603145,0.269893815
15632,10429178,NA,Zfat,zinc finger and AT hook domain containing,-0.14005095,-0.264934149,0.13940719
15633,10429197,NA,Mir30b,microRNA 30b,0.401514906,-1.79318694,1.691820857
15634,10429199,NA,Mir30d,microRNA 30d,0.135038787,-0.649213549,0.544191765
15635,10429201,NA,Nfu1,NFU1 iron-sulfur cluster scaffold homolog (S. cerevisiae),0.089765853,-0.268141171,-0.039137102
15636,10429203,NA,Fam135b,"family with sequence similarity 135, member B",0.026590005,-0.442093023,0.622810759
15637,10429216,NA,Fam135b,"family with sequence similarity 135, member B",-0.31949434,-0.179155205,0.475348415
15638,10429218,NA,Fam135b,"family with sequence similarity 135, member B",-0.110582574,-0.331323811,0.2164094
15639,10429220,NA,Fam135b,"family with sequence similarity 135, member B",0.162986816,-0.278790643,0.265478593
15640,10429222,NA,Fam135b,"family with sequence similarity 135, member B",0.576550305,-0.052901113,0.964946851
15641,10429234,NA,Col22a1,"collagen, type XXII, alpha 1",-0.091517103,-0.560800365,0.476642489
15642,10429295,NA,Kcnk9,"potassium channel, subfamily K, member 9",0.106075331,-0.292224151,0.271594586
15643,10429298,NA,Trappc9,trafficking protein particle complex 9,0.090273635,-0.143118198,0.121622798
15645,10429327,NA,Ago2,argonaute RISC catalytic subunit 2,0.057310294,0.069691623,0.648717006
15646,10429329,NA,Ago2,argonaute RISC catalytic subunit 2,0.26535869,0.49109586,0.408053517
15647,10429341,NA,Ptk2,PTK2 protein tyrosine kinase 2,-0.060503871,0.26896261,-0.450751886
15648,10429385,NA,Mir151,microRNA 151,-0.336091437,-1.242366969,0.700108159
15649,10429387,NA,Ptplb,"protein tyrosine phosphatase-like (proline instead of catalytic arginine), member b",-1.420919574,0.893156187,-0.993237099
15650,10429389,NA,Rpl17,ribosomal protein L17,0.143604227,0.193405128,-0.225842436
15651,10429391,NA,Slc45a4,"solute carrier family 45, member 4",0.177051721,-0.040128259,0.151527043
15653,10429402,NA,Gpr20,G protein-coupled receptor 20,0.437729492,-0.480399021,0.197938666
15655,10429409,NA,Mroh5,maestro heat-like repeat family member 5,0.04805507,-0.480943004,0.536204921
15657,10429426,NA,Mroh5,maestro heat-like repeat family member 5,0.08577282,-0.646451431,0.475979499
15658,10429428,NA,Mroh5,maestro heat-like repeat family member 5,-0.310183861,-0.62692339,0.359960683
15659,10429430,NA,Mroh5,maestro heat-like repeat family member 5,0.221827976,-0.415889579,0.384760527
15660,10429440,NA,Mroh5,maestro heat-like repeat family member 5,0.19212637,-0.139484288,0.66735838
15661,10429442,NA,Mroh5,maestro heat-like repeat family member 5,-0.085873901,-0.473696111,0.222660914
15662,10429444,NA,Mroh5,maestro heat-like repeat family member 5,-0.004002587,-0.260666185,0.30924589
15663,10429446,NA,Mroh5,maestro heat-like repeat family member 5,-0.124819718,-0.347124925,0.527170506
15665,10429452,NA,Sf3b4,"splicing factor 3b, subunit 4",0.080673878,0.243462899,-0.582968404
15666,10429455,NA,Hmgb1,high mobility group box 1,0.065047525,-0.019082725,-0.221245914
15667,10429460,NA,7120482A17Rik,RIKEN cDNA 7120482A17 gene,0.537132456,-0.584502188,0.476549581
15668,10429462,NA,Mroh4,maestro heat-like repeat family member 4,-0.123336983,-0.228414645,0.513395054
15669,10429491,NA,Arc,activity regulated cytoskeletal-associated protein,0.258182562,0.263706722,-0.000373597
15670,10429495,NA,Jrk,jerky,-0.037446094,-0.225740158,0.113069044
15671,10429500,NA,Slurp1,secreted Ly6/Plaur domain containing 1,-0.078204238,-0.300505947,0.077498576
15672,10429506,NA,Lypd2,Ly6/Plaur domain containing 2,0.33640037,0.002021358,-0.386944661
15673,10429510,NA,2300005B03Rik,RIKEN cDNA 2300005B03 gene,0.076107008,-0.370733411,0.310388394
15674,10429515,NA,Lynx1,Ly6/neurotoxin 1,0.044548884,0.111878949,-0.333065606
15675,10429520,NA,Ly6d,"lymphocyte antigen 6 complex, locus D",0.365151274,0.021545233,0.270295488
15676,10429524,NA,D730001G18Rik,RIKEN cDNA D730001G18 gene,0.01074631,-0.380663748,0.434031465
15677,10429528,NA,Ly6k,"lymphocyte antigen 6 complex, locus K",-0.210933566,-0.761195598,0.693864216
15678,10429534,NA,Gml,GPI anchored molecule like protein,0.107425634,-0.280015496,0.458693477
15679,10429538,NA,Cyp11b1,"cytochrome P450, family 11, subfamily b, polypeptide 1",-0.416144707,-0.201909977,0.451062455
15680,10429547,NA,Cyp11b2,"cytochrome P450, family 11, subfamily b, polypeptide 2",-0.007043971,-0.427323784,0.394342132
15681,10429555,NA,2010109I03Rik,RIKEN cDNA 2010109I03 gene,-0.059514386,-0.435368606,0.3148163
15682,10429560,NA,Ly6i,"lymphocyte antigen 6 complex, locus I",0.167169579,-0.613077958,0.342935929
15683,10429564,NA,Ly6a,"lymphocyte antigen 6 complex, locus A",1.477692408,-0.150538709,-0.202129793
15685,10429573,NA,Ly6c2,"lymphocyte antigen 6 complex, locus C2",0.031786962,0.163795563,0.688772748
15686,10429580,NA,I830127L07Rik,RIKEN cDNA I830127L07 gene,-0.949373862,0.178888931,0.233591822
15688,10429588,NA,9030619P08Rik,lymphocyte antigen 6 complex pseudogene,0.136236412,-1.099952383,0.083194351
15689,10429593,NA,Ly6h,"lymphocyte antigen 6 complex, locus H",-0.087419189,-0.264881129,0.191480408
15690,10429607,NA,Top1mt,"DNA topoisomerase 1, mitochondrial",-0.241580591,-0.084375155,0.194549651
15691,10429621,NA,Mafa,"v-maf musculoaponeurotic fibrosarcoma oncogene family, protein A (avian)",0.268479597,-0.567178733,0.584328557
15692,10429623,NA,Zc3h3,zinc finger CCCH type containing 3,0.1563845,-0.200394148,0.534819081
15694,10429641,NA,Naprt1,nicotinate phosphoribosyltransferase domain containing 1,-0.383430297,-0.269508365,0.58575455
15695,10429657,NA,Eef1d,eukaryotic translation elongation factor 1 delta (guanine nucleotide exchange protein),0.414150345,-0.041673933,0.247537374
15696,10429666,NA,Pycrl,pyrroline-5-carboxylate reductase-like,0.46269919,-0.299063844,0.611915351
15697,10429674,NA,Tsta3,tissue specific transplantation antigen P35B,0.071351233,0.005498472,0.513560717
15698,10429686,NA,Ccdc166,coiled-coil domain containing 166,-0.104691893,-0.519047483,0.60218057
15699,10429691,NA,Fam83h,"family with sequence similarity 83, member H",0.327343496,-0.301449617,-0.174704241
15700,10429699,NA,Scrib,scribbled homolog (Drosophila),0.128455222,-0.02537366,0.545796179
15701,10429739,NA,Puf60,poly-U binding splicing factor 60,0.047533612,-0.297706857,0.298296508
15702,10429754,NA,Nrbp2,nuclear receptor binding protein 2,-0.064853104,-0.114158093,1.293490115
15703,10429772,NA,Eppk1,epiplakin 1,0.272916706,-0.217317242,0.346029092
15704,10429776,NA,BC024139,cDNA sequence BC024139,0.250326364,-0.410803839,0.304082734
15705,10429802,NA,Plec,plectin,-0.192755512,0.159102282,-0.00112423
15706,10429843,NA,Parp10,"poly (ADP-ribose) polymerase family, member 10",0.423508776,-0.544168462,0.767006775
15707,10429856,NA,Gm10872,predicted gene 10872,-0.126187056,-0.856131946,0.580394735
15708,10429859,NA,Oplah,5-oxoprolinase (ATP-hydrolysing),-0.21249425,-0.274119334,-0.033387014
15709,10429885,NA,Sharpin,SHANK-associated RH domain interacting protein,-0.287693142,0.219997484,0.216230409
15710,10429898,NA,Tssk5,testis-specific serine kinase 5,0.235637181,-0.321979085,0.094476516
15711,10429908,NA,Bop1,block of proliferation 1,0.43313339,-0.486030937,0.4343868
15712,10429926,NA,Dgat1,diacylglycerol O-acyltransferase 1,-0.454550275,0.513130517,0.289521472
15713,10429944,NA,Scrt1,"scratch homolog 1, zinc finger protein (Drosophila)",-0.093449675,-0.452755069,0.41453879
15715,10429951,NA,Gm8140,predicted gene 8140,0.511076793,-0.219285186,-0.05750384
15716,10429957,NA,Fbxl6,F-box and leucine-rich repeat protein 6,0.647910686,-0.201862777,-0.031337343
15718,10429970,NA,Gm10869,predicted gene 10869,0.218582331,-0.864397342,0.796237252
15719,10429972,NA,Cpsf1,cleavage and polyadenylation specific factor 1,0.042530371,-0.021709599,0.564090768
15720,10430006,NA,Slc39a4,"solute carrier family 39 (zinc transporter), member 4",0.293241723,-0.47398912,0.347567801
15721,10430020,NA,Vps28,vacuolar protein sorting 28 (yeast),0.153209525,-0.853277539,-0.023655989
15722,10430032,NA,Tonsl,"tonsoku-like, DNA repair protein",0.251842499,-0.386150804,-0.071205741
15724,10430066,NA,Foxh1,forkhead box H1,-0.32989301,-0.611591045,0.895823591
15725,10430071,NA,Recql4,RecQ protein-like 4,0.373528777,0.144782406,0.216385125
15726,10430096,NA,Lrrc24,leucine rich repeat containing 24,0.278418051,-0.436488791,0.527224122
15727,10430105,NA,C030006K11Rik,RIKEN cDNA C030006K11 gene,0.088598532,0.136918584,0.045926495
15728,10430113,NA,Arhgap39,Rho GTPase activating protein 39,0.415983716,0.467417033,-1.081551916
15729,10430127,NA,Zfp251,zinc finger protein 251,0.446353513,-0.296497696,0.857107249
15730,10430132,NA,Zfp647,zinc finger protein 647,0.52545732,-0.660111238,-0.057758222
15731,10430140,NA,Mb,myoglobin,-0.355462447,0.037114979,0.543709917
15732,10430145,NA,Rbfox2,"RNA binding protein, fox-1 homolog (C. elegans) 2",-0.391873086,0.295566167,-0.068891547
15733,10430166,NA,Apol7a,apolipoprotein L 7a,0.169421361,0.114537289,0.203863324
15736,10430186,NA,Apol7c,apolipoprotein L 7c,0.122597833,-0.279192645,-0.149581853
15737,10430190,NA,Apol10b,apolipoprotein L 10B,-1.172151687,-0.414539117,0.379473314
15738,10430195,NA,Apol8,apolipoprotein L 8,-0.197609573,-0.136552246,0.643301732
15739,10430201,NA,Myh9,"myosin, heavy polypeptide 9, non-muscle",0.083672761,-0.498817126,0.698993774
15741,10430247,NA,Txn2,thioredoxin 2,0.088154916,-0.498385406,-0.044036882
15742,10430255,NA,Foxred2,FAD-dependent oxidoreductase domain containing 2,-0.085273794,0.332644907,0.014101753
15743,10430265,NA,Eif3d,"eukaryotic translation initiation factor 3, subunit D",-0.083496504,0.260218432,0.279697969
15744,10430280,NA,Cacng2,"calcium channel, voltage-dependent, gamma subunit 2",0.017851624,-0.615289698,0.280579964
15745,10430282,NA,Cacng2,"calcium channel, voltage-dependent, gamma subunit 2",0.511759225,-0.586650213,-0.091811865
15746,10430289,NA,Ift27,intraflagellar transport 27,-0.960071431,0.393830072,-0.370040312
15747,10430297,NA,Pvalb,parvalbumin,0.48478308,-0.661253112,-0.184823449
15748,10430302,NA,Csf2rb2,"colony stimulating factor 2 receptor, beta 2, low-affinity (granulocyte-macrophage)",0.003258864,-0.200395584,0.055043181
15749,10430311,NA,Tex33,testis expressed 33,-0.007831749,-0.473473644,0.696575904
15750,10430319,NA,Tst,"thiosulfate sulfurtransferase, mitochondrial",-0.230816626,-0.787129836,-0.242397571
15751,10430324,NA,Tmprss6,transmembrane serine protease 6,0.126501432,-0.275101589,0.439819091
15752,10430344,NA,Il2rb,"interleukin 2 receptor, beta chain",0.053141129,-0.943137413,0.139465632
15753,10430358,NA,C1qtnf6,C1q and tumor necrosis factor related protein 6,0.254853345,0.211533391,0.193054473
15754,10430365,NA,Sstr3,somatostatin receptor 3,0.277507735,-0.5480051,0.773674822
15756,10430372,NA,Rac2,RAS-related C3 botulinum substrate 2,0.254308023,-0.451428772,0.491440928
15758,10430384,NA,Elfn2,"leucine rich repeat and fibronectin type III, extracellular 2",0.069072625,-0.315600174,0.040731604
15759,10430389,NA,Mfng,MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase,-0.01514895,-0.314515376,0.09342297
15760,10430400,NA,Card10,"caspase recruitment domain family, member 10",0.305412329,-0.261124382,0.543707745
15761,10430425,NA,Lgals2,"lectin, galactose-binding, soluble 2",0.214078629,-0.308541319,-0.004549733
15762,10430431,NA,Gm10866,predicted gene 10866,0.245610508,-0.171688158,0.060239941
15764,10430436,NA,Gm10865,predicted gene 10865,0.015031651,-0.884954241,0.453770527
15765,10430438,NA,Ankrd54,ankyrin repeat domain 54,-0.214906979,-0.69827882,0.131496251
15767,10430458,NA,Sox10,SRY (sex determining region Y)-box 10,0.257610555,-0.200271028,0.320470227
15768,10430467,NA,Slc16a8,"solute carrier family 16 (monocarboxylic acid transporters), member 8",-0.150430235,-0.788998013,0.433703035
15769,10430474,NA,Baiap2l2,BAI1-associated protein 2-like 2,0.018909446,-0.5671003,0.554273471
15770,10430489,NA,Pla2g6,"phospholipase A2, group VI",-0.206317968,0.100998977,0.271417737
15771,10430510,NA,Tmem184b,transmembrane protein 184b,-0.999223025,0.836077927,-0.531749251
15772,10430519,NA,Csnk1e,"casein kinase 1, epsilon",0.095471286,1.066847125,-0.23622739
15773,10430533,NA,Kcnj4,"potassium inwardly-rectifying channel, subfamily J, member 4",0.511802077,-0.580533198,-0.005645363
15774,10430536,NA,Ddx17,DEAD (Asp-Glu-Ala-Asp) box polypeptide 17,-0.397176476,1.147401943,-0.450768055
15775,10430555,NA,Dmc1,"DMC1 dosage suppressor of mck1 homolog, meiosis-specific homologous recombination",0.180142945,-0.313131768,0.717319407
15777,10430574,NA,Fam227a,"family with sequence similarity 227, member A",0.511699372,-0.220448593,0.103501945
15778,10430593,NA,Josd1,Josephin domain containing 1,-0.344520531,1.675165895,-0.894506413
15779,10430596,NA,Sun2,Sad1 and UNC84 domain containing 2,-0.193729944,-0.238318662,0.874052474
15780,10430618,NA,Dnal4,"dynein, axonemal, light chain 4",0.135624429,-0.390053955,0.446960321
15782,10430645,NA,D730005E14Rik,RIKEN cDNA D730005E14 gene,0.364738089,0.013388348,0.078913641
15783,10430647,NA,D730005E14Rik,RIKEN cDNA D730005E14 gene,0.513561682,-0.403495829,-0.055466186
15784,10430649,NA,Cbx7,chromobox 7,0.327455543,-0.179152157,0.832537968
15785,10430660,NA,Pdgfb,"platelet derived growth factor, B polypeptide",0.103729287,0.099371236,-0.383156772
15786,10430669,NA,Rpl3,ribosomal protein L3,0.026014087,0.13088633,-0.084472082
15788,10430681,NA,Rps19bp1,ribosomal protein S19 binding protein 1,0.689780581,0.163546139,-0.071038968
15789,10430686,NA,Enthd1,ENTH domain containing 1,-0.270767333,-0.086248295,0.853653837
15790,10430693,NA,Mkl1,MKL (megakaryoblastic leukemia)/myocardin-like 1,-0.297145859,-0.065740433,0.274690706
15791,10430711,NA,Slc25a17,"solute carrier family 25 (mitochondrial carrier, peroxisomal membrane protein), member 17",-0.051033683,-0.257812528,-0.594742709
15792,10430723,NA,St13,suppression of tumorigenicity 13,0.396915375,1.079647073,-2.700559849
15793,10430725,NA,St13,suppression of tumorigenicity 13,-0.071127179,0.605490147,-0.497085281
15794,10430739,NA,Dnajb7,"DnaJ (Hsp40) homolog, subfamily B, member 7",0.199258238,-0.642605724,0.223558639
15795,10430743,NA,Rpl29,ribosomal protein L29,0.333305023,0.535251595,-0.045005917
15796,10430745,NA,Chadl,chondroadherin-like,-0.136149761,-0.46920455,0.682494248
15797,10430748,NA,Rangap1,RAN GTPase activating protein 1,0.549055306,0.01352641,0.432999633
15799,10430770,NA,Tob2,"transducer of ERBB2, 2",0.531636839,0.665475335,-0.101981223
15800,10430778,NA,Phf5a,PHD finger protein 5A,-0.030699141,2.208060053,0.218545491
15801,10430783,NA,Polr3h,polymerase (RNA) III (DNA directed) polypeptide H,-0.041992916,0.093092335,-0.072163236
15802,10430794,NA,Pmm1,phosphomannomutase 1,-0.411604205,-0.284500061,-0.201158033
15803,10430804,NA,Desi1,desumoylating isopeptidase 1,0.196043479,-0.233645407,-0.038676166
15804,10430811,NA,Nhp2l1,NHP2 non-histone chromosome protein 2-like 1 (S. cerevisiae),0.058335012,0.297358628,-0.092170433
15805,10430818,NA,Tnfrsf13c,"tumor necrosis factor receptor superfamily, member 13c",-0.149944194,-0.557402136,0.347676054
15806,10430825,NA,Cenpm,centromere protein M,0.131660564,-0.084509324,0.305578409
15807,10430834,NA,Naga,"N-acetyl galactosaminidase, alpha",-0.825700525,0.487432483,0.410518765
15808,10430846,NA,Ndufa6,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 6 (B14)",0.487501193,-0.055036989,-0.508847095
15809,10430851,NA,Cyp2d22,"cytochrome P450, family 2, subfamily d, polypeptide 22",-1.130724482,0.454213903,0.545754049
15810,10430861,NA,Cyp2d11,"cytochrome P450, family 2, subfamily d, polypeptide 11",-0.080483755,-0.751357354,0.296545716
15811,10430866,NA,Cyp2d10,"cytochrome P450, family 2, subfamily d, polypeptide 10",-0.227423936,0.07362243,0.059767662
15813,10430873,NA,Cyp2d34,"cytochrome P450, family 2, subfamily d, polypeptide 34",0.106652567,-0.405711096,0.27012595
15814,10430883,NA,Cyp2d13,"cytochrome P450, family 2, subfamily d, polypeptide 13",0.023234377,-0.029027018,0.377374881
15815,10430892,NA,Cyp2d37-ps,"cytochrome P450, family 2, subfamily d, polypeptide 37, pseudogene",0.064576913,-0.19237384,0.501272297
15816,10430899,NA,Cyp2d40,"cytochrome P450, family 2, subfamily d, polypeptide 40",-0.102523979,-0.265828775,-0.448939573
15818,10430909,NA,Cyp2d26,"cytochrome P450, family 2, subfamily d, polypeptide 26",-0.204766939,-0.373261659,0.460799938
15819,10430920,NA,Tcf20,transcription factor 20,-0.322822612,0.26722382,-0.10780729
15820,10430929,NA,Tbrg3,transforming growth factor beta regulated gene 3,0.577943813,0.244540826,-0.9224722
15821,10430931,NA,Nfam1,Nfat activating molecule with ITAM motif 1,0.41330199,-0.454598009,0.018319522
15823,10430945,NA,Poldip3,"polymerase (DNA-directed), delta interacting protein 3",0.093480568,0.669245769,0.620467015
15824,10430956,NA,Cyb5r3,cytochrome b5 reductase 3,-0.002523381,0.010599927,-0.638190611
15825,10430968,NA,A4galt,"alpha 1,4-galactosyltransferase",-0.937008434,-0.287353993,-0.134353961
15826,10430974,NA,Arfgap3,ADP-ribosylation factor GTPase activating protein 3,0.048565489,-0.249439417,-0.020586452
15827,10430993,NA,1700001L05Rik,RIKEN cDNA 1700001L05 gene,0.456780428,-0.057645144,-0.129204579
15828,10430997,NA,Pacsin2,protein kinase C and casein kinase substrate in neurons 2,-0.335873754,-0.474328927,0.39581267
15829,10431014,NA,Vkorc1l1,"vitamin K epoxide reductase complex, subunit 1-like 1",0.045738976,-0.163541373,0.387166383
15830,10431017,NA,Ttll1,tubulin tyrosine ligase-like 1,0.296486314,-0.107378004,0.610743523
15831,10431030,NA,Mcat,malonyl CoA:ACP acyltransferase (mitochondrial),0.219185808,-0.231819713,0.329008829
15832,10431035,NA,Ttll12,"tubulin tyrosine ligase-like family, member 12",-0.062216193,-0.093290542,0.111261178
15833,10431051,NA,Scube1,"signal peptide, CUB domain, EGF-like 1",-0.209630554,-0.471447956,-0.02617789
15834,10431080,NA,Efcab6,EF-hand calcium binding domain 6,-0.149942345,-0.436178143,0.121465368
15835,10431113,NA,Sult4a1,"sulfotransferase family 4A, member 1",-0.04272939,0.08677686,0.567548608
15836,10431124,NA,Pnpla5,patatin-like phospholipase domain containing 5,0.244894698,-0.42883466,0.342446431
15838,10431140,NA,1810041L15Rik,RIKEN cDNA 1810041L15 gene,0.768741884,-0.302455859,0.302337036
15839,10431147,NA,Ldoc1l,"leucine zipper, down-regulated in cancer 1-like",0.036808217,-0.461964509,0.663172883
15840,10431154,NA,Phf21b,PHD finger protein 21B,-0.172315324,-0.425512236,0.341867148
15841,10431170,NA,5031439G07Rik,RIKEN cDNA 5031439G07 gene,-0.252832004,-0.430322119,0.314309912
15842,10431182,NA,Smc1b,structural maintenance of chromosomes 1B,0.452999971,-0.149472265,0.224610143
15844,10431210,NA,Wnt7b,wingless-related MMTV integration site 7B,0.404525361,-0.297267491,0.398885449
